usage_date,environment_id,agent_id,agent_name,action_type,credit_rate,credits_consumed,cost_usd,session_count,owner_business_unit_key,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-05,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,1327,13.27,96,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,2972,29.72,92,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,1617,16.17,50,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,6499,64.99,121,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,6986,69.86,173,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,4491,44.91,176,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,3099,30.99,54,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,6293,62.93,153,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,6181,61.81,167,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-05,batch-2026-09-04,MOCK
2026-08-04,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,6947,69.47,101,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,2328,23.28,180,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,5324,53.24,54,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,3599,35.99,88,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,6512,65.12,186,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,2912,29.12,42,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,1955,19.55,196,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,514,5.14,189,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,5192,51.92,110,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-04,batch-2026-09-04,MOCK
2026-08-03,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,7469,74.69,155,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,765,7.65,56,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,5434,54.34,91,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,7125,71.25,166,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,2309,23.09,173,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,5132,51.32,36,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,4564,45.64,46,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,3212,32.12,200,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,1137,11.37,70,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-03,batch-2026-09-04,MOCK
2026-08-02,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,3341,33.41,91,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,1875,18.75,172,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,7752,77.52,32,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,7231,72.31,191,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,5988,59.88,173,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,6474,64.74,95,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,4158,41.58,12,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,2672,26.72,63,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,2544,25.44,187,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-02,batch-2026-09-04,MOCK
2026-08-01,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,1055,10.55,99,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,2602,26.02,37,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,6401,64.01,10,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,894,8.94,108,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,4089,40.89,197,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,3937,39.37,52,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,7746,77.46,115,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,4539,45.39,106,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,3377,33.77,149,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-01,batch-2026-09-04,MOCK
